Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,639.8258
FDE24,OUT019,369.91864
FDK50,OUT049,2725.6313
FDG31,OUT045,1052.8895
FDC60,OUT045,1340.2196
FDL36,OUT013,1343.0627
FDP21,OUT013,3015.971
FDW16,OUT045,1278.2755
FDX02,OUT017,3983.0469
FDQ58,OUT027,3942.537
FDT51,OUT046,1839.541
FDD59,OUT049,1208.9492
NCM42,OUT018,1294.4667
FDA57,OUT018,493.8562
FDZ48,OUT035,1951.0686
FDE46,OUT045,2331.695
NCZ30,OUT019,453.07425
FDB56,OUT017,3191.6807
FDA25,OUT027,2642.9597
FDD20,OUT013,2127.1553
FDL25,OUT013,1439.889
NCO18,OUT049,2779.0015
FDJ45,OUT017,594.1714
FDR12,OUT035,2809.2485
NCF19,OUT010,182.94432
FDK25,OUT046,2594.7058
NCR17,OUT046,2015.1368
FDC52,OUT046,2297.076
NCA54,OUT017,2908.9883
FDR45,OUT010,858.88574
NCM19,OUT049,1956.2944
FDF39,OUT027,5780.786
FDX23,OUT049,1609.8615
FDD58,OUT027,2805.3254
FDX28,OUT013,1673.5668
NCD31,OUT013,2618.665
FDU57,OUT018,2248.2732
FDI27,OUT046,771.1227
NCM42,OUT046,1769.3817
FDD32,OUT027,2001.4005
FDI34,OUT013,3605.7847
NCM29,OUT049,2128.354
FDG46,OUT018,1616.3109
DRC01,OUT010,202.95021
FDB15,OUT027,5279.965
NCA17,OUT027,3685.4036
FDF10,OUT046,2304.2588
FDR26,OUT027,4447.467
FDI02,OUT049,1726.3519
NCM54,OUT010,295.31082
FDF14,OUT013,2267.0334
FDJ33,OUT010,326.05057
FDM20,OUT035,4194.6797
FDC03,OUT027,5283.1685
NCX05,OUT046,1842.0159
NCM41,OUT027,2437.949
NCU29,OUT010,495.3675
FDQ59,OUT017,1305.739
FDH46,OUT010,323.28857
FDH09,OUT013,688.21686
NCD06,OUT045,769.08386
FDC15,OUT035,2324.0566
DRD37,OUT027,1084.6813
FDT28,OUT027,3624.629
FDR28,OUT027,4076.6692
FDT38,OUT017,1389.9822
FDV34,OUT027,1831.331
FDY52,OUT035,1053.0775
FDB34,OUT013,1260.5646
DRL23,OUT018,1228.2195
DRB24,OUT046,2346.7148
FDJ50,OUT046,914.45984
FDQ49,OUT035,2511.2732
FDP20,OUT035,2066.569
FDV19,OUT027,4144.6187
NCR54,OUT045,3013.749
FDO09,OUT010,524.6888
FDS57,OUT018,1877.5205
FDN10,OUT049,1815.9816
FDV23,OUT049,1926.2087
FDY28,OUT049,3664.7383
DRG51,OUT013,2538.7112
FDD45,OUT019,310.15115
NCL18,OUT027,5203.866
NCM29,OUT013,2239.9111
FDF17,OUT027,5119.2095
FDE22,OUT017,2710.951
FDQ22,OUT017,657.3662
FDS01,OUT013,3185.2632
FDW35,OUT027,914.3516
FDJ33,OUT046,1975.1981
NCF54,OUT035,2854.3242
FDE09,OUT013,1765.6626
NCE06,OUT045,2510.235
DRH49,OUT049,1173.4736
FDY43,OUT045,2587.393
NCT05,OUT017,4576.394
FDZ34,OUT045,3106.3694
FDL38,OUT017,1522.5216
FDZ31,OUT017,3136.7708
FDR14,OUT035,809.3655
NCN54,OUT049,1148.4607
NCC42,OUT027,3271.41
FDK08,OUT017,1451.2761
FDP59,OUT013,1682.513
FDV22,OUT035,2695.2297
FDD33,OUT035,3728.2612
DRE60,OUT027,5961.8047
FDK52,OUT046,3403.0166
FDA02,OUT017,2492.75
FDM56,OUT049,1659.657
FDE57,OUT035,2213.6926
FDM32,OUT045,1266.4167
NCQ30,OUT027,3214.9543
FDQ27,OUT027,2523.455
FDT60,OUT027,2868.0815
FDU43,OUT049,3871.8953
NCO55,OUT035,1599.3759
FDG02,OUT045,2715.8198
FDJ28,OUT013,2939.5903
FDP40,OUT045,1859.1584
FDJ38,OUT045,2963.7715
NCC54,OUT017,3782.6697
NCZ41,OUT046,2057.6013
FDK38,OUT019,466.85254
FDU52,OUT013,2154.8367
FDC40,OUT046,1209.4114
NCR30,OUT017,1183.4191
NCN18,OUT017,1807.7482
FDB50,OUT035,1344.0873
FDG04,OUT013,2992.4407
FDR26,OUT035,2683.0388
NCT17,OUT018,2943.932
FDX35,OUT027,6008.754
FDS12,OUT046,1999.4037
NCZ29,OUT027,3117.045
FDB38,OUT010,670.1085
FDP12,OUT013,635.92535
FDP22,OUT046,815.10376
FDS26,OUT018,3704.5864
FDR52,OUT046,3329.271
DRJ13,OUT046,2508.1665
FDU48,OUT027,2821.8015
FDE29,OUT035,1063.8774
NCT29,OUT049,1994.8756
DRK37,OUT018,2899.8228
FDK55,OUT046,1330.6053
FDR07,OUT046,1631.9968
FDO21,OUT027,4891.8994
FDK46,OUT049,4613.6104
FDB12,OUT045,1590.8495
FDT31,OUT027,4409.169
FDJ33,OUT045,1963.1506
FDC26,OUT027,2893.3726
NCQ02,OUT045,2759.1055
FDP08,OUT010,648.4999
FDB11,OUT027,5331.8394
FDV55,OUT013,2384.6255
FDW20,OUT049,2083.2065
NCJ18,OUT019,446.51114
FDC41,OUT018,1033.8738
FDE14,OUT027,2590.2795
FDG35,OUT013,3035.8574
FDF45,OUT035,915.81635
FDS19,OUT027,2111.205
FDS58,OUT019,612.43695
FDA26,OUT017,3785.9277
FDM32,OUT049,1174.3356
FDL45,OUT046,2194.943
FDZ55,OUT049,2750.8281
FDY37,OUT049,2247.821
FDO46,OUT046,2613.814
FDQ60,OUT046,1921.0623
FDA19,OUT018,1772.4065
FDL15,OUT046,2376.4194
FDM10,OUT018,2394.2737
NCL05,OUT017,669.0078
DRK49,OUT010,235.9793
NCE18,OUT027,6388.6772
FDG40,OUT049,565.77045
DRI59,OUT045,3900.5767
FDK28,OUT035,4375.57
NCD06,OUT019,162.83551
FDO11,OUT019,826.1261
FDK27,OUT046,1981.851
FDT43,OUT027,1208.5101
FDD38,OUT018,1276.5923
FDA16,OUT049,3524.0383
FDL14,OUT027,3768.9744
NCM17,OUT049,647.7984
FDD20,OUT045,2047.5201
FDA40,OUT045,1282.289
FDL43,OUT045,1319.7009
FDV15,OUT045,1698.0288
FDE52,OUT046,1483.9855
NCL17,OUT010,705.4026
NCJ31,OUT045,3854.5884
FDR60,OUT045,1219.6278
NCA18,OUT035,1754.6569
FDS21,OUT027,1598.3718
FDW09,OUT035,1289.076
FDL26,OUT035,2537.401
FDS47,OUT018,1168.7694
FDC39,OUT046,2919.8713
FDT51,OUT035,1799.4298
FDK40,OUT035,4519.473
NCG19,OUT045,3697.953
FDZ07,OUT046,1025.9851
FDF08,OUT027,2475.9236
FDO04,OUT013,800.8161
FDK41,OUT018,1137.5133
FDP15,OUT049,4662.4956
NCD43,OUT018,1313.8163
NCP18,OUT013,2312.1333
FDZ51,OUT046,1509.3223
DRH13,OUT035,1713.3365
FDF38,OUT045,672.8566
NCI43,OUT045,759.08966
FDM38,OUT027,1792.1052
FDS03,OUT013,911.9899
DRJ47,OUT017,2893.8376
FDT50,OUT010,231.44441
FDV02,OUT046,2770.2905
NCG18,OUT017,1704.3181
FDW52,OUT046,2330.263
FDS40,OUT035,637.7561
FDN31,OUT017,3148.7778
FDA37,OUT045,1779.3644
FDA15,OUT046,3947.482
FDL39,OUT046,2601.9495
FDJ53,OUT045,1986.2103
FDX22,OUT013,3501.1409
NCZ42,OUT045,3786.4949
FDD56,OUT027,4130.8013
FDD40,OUT017,3113.2964
FDS50,OUT013,3468.1067
NCN14,OUT013,3456.283
FDT15,OUT013,2922.402
NCS18,OUT027,2617.791
NCO26,OUT010,282.00977
FDF58,OUT018,774.76196
NCB19,OUT013,1303.3643
FDH26,OUT017,2168.4448
DRB24,OUT027,3926.762
FDA49,OUT018,1151.8757
FDB32,OUT045,1476.9226
FDI36,OUT017,3219.226
NCA17,OUT010,553.0182
FDH22,OUT013,2140.767
NCM26,OUT018,2159.1782
FDT15,OUT027,5240.136
FDB16,OUT018,1182.9412
NCP54,OUT027,3323.6492
FDJ36,OUT013,1665.0381
FDO28,OUT045,1986.532
FDU09,OUT013,803.93445
FDF29,OUT017,2105.361
FDY08,OUT013,2129.4512
DRJ59,OUT018,441.50296
FDT23,OUT027,2014.7118
FDU15,OUT018,450.38132
FDT47,OUT013,1566.5548
FDI53,OUT019,862.45166
FDR59,OUT018,3679.9136
FDD53,OUT035,678.84973
FDY51,OUT017,3438.4976
FDT04,OUT049,640.96075
FDU51,OUT049,2949.4495
FDG14,OUT035,2517.376
NCU06,OUT045,3942.2546
DRG25,OUT046,3259.137
DRH49,OUT035,1274.093
FDN15,OUT035,2276.7485
FDL43,OUT018,1095.491
NCT18,OUT049,3685.3977
NCB31,OUT013,4024.7332
FDK57,OUT035,1890.2058
FDY04,OUT019,782.8892
NCP54,OUT046,2078.1567
FDF41,OUT013,3717.4675
FDM01,OUT045,1759.655
FDW03,OUT045,1651.21
FDF28,OUT045,1989.1676
FDY37,OUT017,2251.144
FDQ03,OUT017,3832.7156
FDP51,OUT027,2852.0942
FDJ40,OUT017,1814.7152
FDC32,OUT049,1424.9033
DRI49,OUT027,2482.7673
NCW54,OUT017,904.54266
FDF09,OUT017,655.9832
FDP45,OUT018,2986.5774
DRJ23,OUT018,2876.8245
FDS59,OUT017,1748.0779
FDY08,OUT046,2023.8899
FDX16,OUT049,2234.379
FDY16,OUT018,2798.74
FDK32,OUT035,2481.5972
FDQ22,OUT013,638.3924
NCC31,OUT018,2244.1768
FDG58,OUT049,2389.5256
DRF48,OUT013,2966.6743
DRH36,OUT049,1110.333
NCR30,OUT035,1267.512
FDB03,OUT019,602.7935
FDZ28,OUT027,3423.7173
FDR35,OUT017,2691.2441
DRD15,OUT027,5973.7935
FDJ33,OUT019,544.4258
FDA56,OUT010,403.46136
FDP56,OUT046,758.52905
NCT30,OUT046,772.26056
FDK15,OUT017,1658.6583
FDH44,OUT018,2058.2136
FDV01,OUT013,2310.0676
DRG03,OUT017,2410.0796
FDG50,OUT027,2295.5286
FDR16,OUT010,725.6231
FDZ60,OUT046,1709.7157
DRG03,OUT045,2416.4348
FDS56,OUT018,3641.6653
FDU33,OUT045,785.08044
DRD27,OUT035,1651.5704
FDW22,OUT046,3504.1785
DRA24,OUT045,2542.4565
FDF38,OUT049,640.08167
FDX48,OUT013,2332.892
FDS58,OUT018,2458.9097
FDC32,OUT046,1502.6648
NCQ29,OUT045,3553.6663
DRK39,OUT018,1068.9592
NCS38,OUT017,1828.599
DRO47,OUT013,1833.301
DRG27,OUT027,1035.18
FDC57,OUT027,5366.7754
FDS55,OUT046,2415.6409
NCJ06,OUT018,1674.8021
FDO01,OUT019,445.6487
NCM55,OUT045,3013.0103
FDC52,OUT049,2358.1807
FDQ15,OUT045,1336.8828
NCT30,OUT027,1284.566
NCR42,OUT027,896.4993
FDD28,OUT035,875.11975
FDQ34,OUT049,1541.4655
FDZ12,OUT027,2858.3848
DRE13,OUT019,275.8444
NCN07,OUT019,696.6687
FDM28,OUT035,2941.2126
FDI10,OUT017,2880.4373
FDQ25,OUT013,2746.386
FDA38,OUT010,680.6194
DRI13,OUT049,3406.5444
FDY20,OUT027,2381.4648
NCZ53,OUT035,3284.082
NCM31,OUT013,2401.378
DRB01,OUT017,3191.6807
DRF37,OUT046,4125.6167
NCF42,OUT049,2644.7446
FDF16,OUT018,2170.2205
FDB41,OUT013,720.1689
FDR34,OUT013,3928.1716
FDR15,OUT018,2260.3186
NCV42,OUT019,319.4989
FDW51,OUT035,3726.8574
FDU36,OUT017,1603.6323
FDX60,OUT049,1248.2742
FDY03,OUT035,1778.531
FDW55,OUT045,4040.0786
FDT01,OUT010,810.04846
FDG58,OUT013,2310.0676
FDK21,OUT017,4532.301
NCS41,OUT019,561.3646
FDS10,OUT045,3188.5156
NCT53,OUT046,2631.4045
FDJ28,OUT018,2704.2415
FDX44,OUT045,1292.4272
FDT20,OUT018,438.387
FDO44,OUT017,1699.0311
NCX17,OUT049,4132.04
FDY01,OUT017,1928.9529
FDJ12,OUT027,5799.44
DRK35,OUT018,425.65134
FDD47,OUT019,440.3505
NCM53,OUT035,1776.46
FDO45,OUT013,1275.9995
NCM42,OUT010,351.48474
FDE04,OUT046,2578.2222
NCI30,OUT027,5154.518
FDZ19,OUT013,2834.4507
FDW57,OUT013,3539.053
FDA25,OUT013,1532.5071
FDT22,OUT046,917.02606
FDP51,OUT013,1946.1353
FDD48,OUT027,3038.6072
FDY39,OUT035,3497.4426
FDO48,OUT010,997.6084
FDD23,OUT027,4886.036
DRN35,OUT027,926.8885
FDT01,OUT035,3516.1375
FDC20,OUT010,220.94127
DRJ35,OUT035,1009.66327
FDB32,OUT046,1507.221
FDL24,OUT046,2931.2185
NCV42,OUT035,1946.5923
FDZ46,OUT046,1795.9838
FDC15,OUT013,2077.063
FDD08,OUT019,276.71954
FDY50,OUT049,1337.4609
FDD36,OUT013,1965.4932
FDG57,OUT027,1257.252
FDL21,OUT018,478.91675
FDN16,OUT027,2678.0854
FDJ09,OUT027,1180.8278
FDS01,OUT010,491.75687
FDV33,OUT017,4028.616
DRE12,OUT017,1828.599
FDR07,OUT013,1543.7487
FDP48,OUT010,561.8788
NCB55,OUT035,959.5465
FDQ08,OUT013,806.95856
FDR34,OUT035,4269.3003
FDO33,OUT046,1786.441
FDP13,OUT045,608.0004
FDX12,OUT049,3611.8203
NCT06,OUT049,2577.3777
FDR16,OUT019,409.41458
FDE36,OUT046,2558.974
FDZ36,OUT049,3343.672
FDV13,OUT045,1356.1627
NCZ17,OUT035,634.4206
FDU56,OUT045,3191.474
FDM09,OUT035,2825.417
FDV02,OUT017,2906.886
FDS34,OUT018,1512.4595
FDA11,OUT049,1496.744
FDP09,OUT017,4446.655
FDB29,OUT027,2833.5862
FDT19,OUT017,3257.5295
DRH15,OUT017,699.9712
FDY38,OUT046,2889.0645
FDF14,OUT027,3707.8972
FDN48,OUT010,247.94444
FDQ12,OUT013,4088.371
NCJ43,OUT045,3238.6858
FDE17,OUT019,402.94864
FDB05,OUT035,4361.0444
FDH10,OUT045,2973.6064
NCR06,OUT017,687.84534
FDU32,OUT018,1808.518
FDD56,OUT049,2822.4932
FDO36,OUT018,2522.5308
FDH16,OUT010,249.67691
FDX10,OUT018,440.4963
FDZ37,OUT017,1349.1287
FDU31,OUT010,1015.47766
DRC49,OUT049,2036.6982
FDL15,OUT045,2398.0933
FDN32,OUT019,770.28424
DRH59,OUT027,1854.5375
NCU29,OUT049,2481.1577
FDR37,OUT019,636.5588
FDS14,OUT018,2370.673
FDU02,OUT027,5160.8286
FDJ08,OUT035,3159.4204
NCZ06,OUT045,3351.3743
FDO31,OUT049,1230.147
FDH31,OUT018,1332.9628
FDS58,OUT017,2734.0437
NCA53,OUT027,1136.5842
FDF50,OUT046,2480.156
NCW42,OUT049,3783.8345
NCQ17,OUT045,2346.7502
FDK51,OUT018,4139.058
NCW41,OUT010,808.61536
NCR29,OUT017,896.1015
FDB08,OUT019,632.351
FDA40,OUT027,2530.4963
FDL14,OUT018,2411.8008
FDB47,OUT046,3512.8066
FDO03,OUT035,4388.8677
DRK13,OUT019,524.94525
FDX13,OUT010,1152.0197
FDF52,OUT046,3238.5466
FDT11,OUT013,2963.478
FDB08,OUT013,2482.9502
FDQ28,OUT018,2348.2224
FDD29,OUT045,4195.794
NCQ29,OUT027,5003.6484
NCO02,OUT013,895.8458
FDR56,OUT010,512.73584
NCM54,OUT049,1921.6638
FDP51,OUT035,1846.4984
FDT38,OUT013,1289.6669
FDZ20,OUT018,3320.254
FDJ53,OUT013,2024.3916
FDX13,OUT049,4008.9414
FDP58,OUT035,3628.412
NCK31,OUT019,163.07999
FDA35,OUT018,1718.721
FDV37,OUT018,2695.104
NCO07,OUT027,4412.275
FDA20,OUT045,3013.0103
FDZ59,OUT035,2511.0786
NCY17,OUT017,732.3341
FDQ28,OUT035,2471.3782
FDV35,OUT017,2408.8542
FDQ36,OUT013,544.2494
FDD34,OUT018,2399.7373
FDK51,OUT045,4055.6343
FDV31,OUT035,2730.9382
FDR04,OUT035,1695.8358
FDR14,OUT049,708.86487
DRC36,OUT010,675.55286
FDE39,OUT019,597.29004
FDP57,OUT049,1634.6288
FDE57,OUT046,2222.0222
NCN18,OUT046,1732.0923
NCQ05,OUT018,2263.3457
FDW47,OUT035,2034.0897
FDV46,OUT035,2147.7607
NCP29,OUT045,1074.9286
FDE09,OUT018,1533.7417
NCU06,OUT027,5753.0713
FDT19,OUT010,537.7664
DRF15,OUT017,2425.8562
DRI51,OUT013,2700.9707
NCX54,OUT013,1848.6134
DRE01,OUT013,3755.8093
NCB07,OUT045,3013.749
FDU50,OUT035,1822.0381
FDG40,OUT035,612.393
FDW10,OUT018,2660.2405
FDX51,OUT013,3026.1926
NCP17,OUT045,1062.0538
FDP21,OUT035,3188.445
FDL04,OUT045,1590.8495
FDV23,OUT013,1969.2721
FDF24,OUT046,1256.0463
FDH56,OUT027,2943.555
FDB51,OUT049,950.94934
FDI58,OUT027,2580.0244
FDR20,OUT013,721.6599
FDC51,OUT018,1703.6107
FDB16,OUT027,2320.0618
FDE40,OUT049,921.0439
NCM17,OUT035,682.3595
FDU56,OUT035,3625.1924
FDS32,OUT019,418.16876
FDX02,OUT049,3673.9539
FDT39,OUT027,3976.8115
FDE35,OUT017,902.4572
NCI42,OUT019,1398.7551
DRL23,OUT046,1651.6245
FDA10,OUT046,1777.5867
FDA11,OUT013,1495.0563
NCM06,OUT046,2358.0764
NCT05,OUT035,4364.892
NCQ02,OUT010,541.0065
NCY06,OUT049,2032.9796
FDY56,OUT035,4146.667
FDL02,OUT035,1655.6938
NCI06,OUT035,2581.1035
FDQ14,OUT045,2619.2615
FDQ12,OUT017,4462.7856
FDP36,OUT046,725.98553
FDK21,OUT027,7503.6436
FDO40,OUT045,2259.9656
NCK54,OUT019,316.40567
FDY09,OUT018,2513.9348
NCW30,OUT049,4084.9614
NCC55,OUT027,818.7704
FDE58,OUT018,1595.9009
FDR39,OUT013,3046.6028
FDU28,OUT049,3239.5435
FDH08,OUT017,4110.6284
FDG35,OUT045,2890.1545
FDG22,OUT049,576.36273
FDC34,OUT035,2596.6824
FDP15,OUT018,3623.5957
FDK34,OUT010,928.4219
FDU45,OUT035,1947.2012
FDQ04,OUT027,974.4767
FDX22,OUT018,3354.129
FDB45,OUT017,1639.4944
NCH43,OUT027,5202.4087
DRE60,OUT046,2943.9536
FDD17,OUT027,6297.7124
NCM54,OUT017,2075.71
NCH55,OUT013,1982.8999
NCT06,OUT017,2508.7087
FDA48,OUT027,4898.508
FDY58,OUT027,6602.985
FDO25,OUT045,3571.5195
FDN50,OUT045,1515.2655
FDH35,OUT035,2464.964
FDK09,OUT045,3631.1555
FDO16,OUT013,1411.3035
FDW11,OUT045,1056.01
FDU47,OUT027,3583.1914
NCQ42,OUT010,287.08557
FDK55,OUT027,2471.199
FDN08,OUT049,1744.0111
FDT57,OUT045,4018.8718
FDJ12,OUT018,3168.2705
DRL59,OUT017,824.1292
NCN53,OUT046,620.32587
FDO51,OUT010,235.9793
FDK56,OUT017,3235.6165
FDY12,OUT035,933.6973
FDU15,OUT035,629.023
FDQ19,OUT046,3662.3542
DRF15,OUT045,2429.992
DRE25,OUT019,294.5413
FDK57,OUT018,1826.9442
FDD33,OUT010,660.7836
FDR34,OUT027,5957.3115
FDU04,OUT045,2069.1147
FDE35,OUT019,260.2112
NCD31,OUT035,2949.605
FDJ56,OUT035,1674.2981
NCU53,OUT046,2330.5496
FDD39,OUT035,3528.7805
NCU17,OUT019,263.70853
FDJ20,OUT046,1898.9874
NCW41,OUT018,2406.1982
FDL52,OUT035,667.295
FDS39,OUT035,2202.6643
DRJ47,OUT045,2628.4663
FDP13,OUT010,85.119
DRK39,OUT010,455.36697
FDF28,OUT010,295.31082
FDB09,OUT045,1711.4484
FDM51,OUT046,1313.0111
DRM49,OUT018,686.5409
DRF23,OUT013,2904.8455
DRH01,OUT035,2842.2285
FDH12,OUT027,2705.241
FDA28,OUT019,521.45667
FDW37,OUT018,1217.3634
FDF02,OUT046,1755.5538
DRL37,OUT046,658.0023
NCF43,OUT046,2153.3967
FDH08,OUT010,1262.263
FDR34,OUT019,1050.0468
NCK19,OUT049,3226.185
NCD55,OUT018,476.81564
FDT27,OUT049,3469.9172
FDQ57,OUT045,2278.3977
FDA47,OUT035,2570.5845
DRG15,OUT027,1715.1829
FDE05,OUT018,2064.416
FDN46,OUT046,1688.0515
FDX27,OUT027,2782.479
FDT51,OUT045,1791.9601
FDU33,OUT013,610.74567
FDJ16,OUT027,1682.5906
FDD20,OUT019,403.15692
FDT36,OUT049,570.66925
DRF15,OUT027,3534.0784
FDN52,OUT010,126.69244
FDC22,OUT027,5420.8193
FDX15,OUT045,2466.621
FDT13,OUT013,3075.0652
FDU04,OUT017,2129.6274
FDU31,OUT019,482.88992
FDW59,OUT027,2290.2485
NCO29,OUT046,2391.6924
FDL15,OUT035,2459.582
FDI41,OUT049,2462.3723
FDQ48,OUT049,1567.3339
DRI39,OUT013,849.6909
FDI08,OUT013,4505.792
FDC21,OUT049,1751.5573
FDF58,OUT035,1020.8729
FDS08,OUT010,553.2068
FDE47,OUT045,1989.1676
NCP18,OUT019,516.3471
NCR41,OUT013,1598.6605
FDA27,OUT013,3913.0369
FDA43,OUT035,3310.5837
FDA49,OUT045,1389.2314
NCE55,OUT018,2788.828
DRM49,OUT027,1181.859
FDF22,OUT027,4598.698
FDQ15,OUT018,1143.3835
NCS54,OUT017,3072.5615
NCY05,OUT013,609.87933
FDR45,OUT046,3990.499
FDK57,OUT049,1984.7476
FDF41,OUT010,781.093
FDV21,OUT046,2183.0103
FDD51,OUT046,776.10785
FDF33,OUT046,1701.6154
FDA38,OUT046,4137.1216
FDR56,OUT045,3013.749
NCN41,OUT017,2059.4495
FDC60,OUT027,2594.8916
FDB47,OUT045,3425.975
DRH01,OUT013,2758.6545
FDW08,OUT046,1849.0791
FDF38,OUT027,980.1521
FDY32,OUT017,2309.3225
FDG34,OUT049,1655.1962
FDG47,OUT019,698.9508
NCF18,OUT035,3314.0752
FDL39,OUT019,464.88034
NCH55,OUT035,2152.2712
DRJ35,OUT049,913.9888
FDS44,OUT035,4045.0205
DRE01,OUT018,3643.6775
FDY39,OUT013,2968.8726
FDY32,OUT018,2421.5164
FDR33,OUT027,2890.069
NCP50,OUT049,1173.4736
FDZ47,OUT018,1369.3673
FDU57,OUT049,2349.4746
FDY44,OUT013,3026.1926
DRH59,OUT018,963.1772
FDB03,OUT027,6063.837
FDY46,OUT045,3047.1528
FDM39,OUT045,2565.4214
FDY36,OUT035,1364.8019
NCM55,OUT035,3108.73
FDJ50,OUT010,209.31548
DRL60,OUT013,2305.4683
NCJ54,OUT049,3554.9404
FDX59,OUT017,587.16156
FDI07,OUT013,2951.1072
DRF51,OUT010,85.890686
FDM14,OUT017,1676.6451
FDP21,OUT045,2995.8352
FDE40,OUT035,1101.6185
FDE05,OUT035,2392.4578
FDM13,OUT027,2939.395
FDC34,OUT027,3834.506
NCI55,OUT018,1721.6803
NCE43,OUT018,2188.1384
FDW58,OUT018,1231.3545
FDG60,OUT045,4270.4917
FDV31,OUT017,2760.421
FDR47,OUT013,3027.3354
FDM60,OUT019,236.15297
NCF06,OUT018,3586.4983
NCN26,OUT027,2809.6008
FDQ59,OUT049,1314.3665
FDF09,OUT046,619.3355
NCS06,OUT017,4074.6843
FDT44,OUT046,1786.2976
FDI19,OUT017,3868.619
FDT22,OUT017,1004.4706
NCF54,OUT027,4204.3877
DRG25,OUT045,2988.6594
FDB59,OUT017,3206.373
FDQ37,OUT017,3289.091
FDP56,OUT035,776.99036
FDW44,OUT035,2837.4243
FDJ26,OUT010,881.97943
FDU43,OUT018,3229.9626
FDW33,OUT045,1590.8495
NCX53,OUT027,3271.5327
FDN56,OUT010,396.83585
DRF15,OUT049,2365.6638
FDO33,OUT017,1828.599
FDZ39,OUT010,327.79114
NCJ19,OUT017,928.1085
FDU01,OUT035,3583.684
FDT12,OUT035,3853.6907
NCM18,OUT018,837.0378
FDP19,OUT017,2134.1853
NCR42,OUT049,565.77045
FDN10,OUT046,1974.608
FDG44,OUT017,885.8744
FDQ10,OUT046,2772.0176
DRH13,OUT049,1605.6118
FDT52,OUT013,3987.2026
FDM56,OUT045,1715.7574
NCO43,OUT010,323.28857
NCV29,OUT035,3412.6243
NCF06,OUT013,4335.726
FDO50,OUT035,1453.4446
FDT59,OUT013,4141.101
FDX40,OUT027,925.1873
FDE50,OUT017,3273.1929
FDX51,OUT017,3356.4993
NCD30,OUT018,1317.1448
FDK15,OUT013,1667.8545
FDL12,OUT045,1023.43317
FDK46,OUT017,4019.411
DRH49,OUT010,287.21414
FDQ57,OUT046,2264.9336
FDY59,OUT017,1525.1809
FDO09,OUT018,3645.3354
NCG30,OUT035,1998.746
FDM09,OUT017,2619.289
NCN17,OUT027,2535.4343
NCS42,OUT013,1343.0627
FDD02,OUT019,485.3484
FDE34,OUT013,3375.9746
FDU38,OUT045,3170.1575
FDB33,OUT046,2549.3594
NCJ29,OUT017,1402.3214
FDZ27,OUT035,787.11426
FDI40,OUT013,1491.5667
FDG22,OUT013,639.25336
FDT51,OUT017,1840.0305
FDF20,OUT018,2695.5574
FDV50,OUT035,1890.8562
FDT02,OUT049,572.81915
DRC49,OUT017,2484.6719
FDF26,OUT049,2389.5688
FDV52,OUT035,2032.8336
FDX59,OUT049,608.06976
FDV25,OUT035,3956.0278
FDW23,OUT027,931.29755
FDE53,OUT018,1294.4667
FDA19,OUT017,1998.9552
FDH22,OUT046,2019.7764
NCO41,OUT013,1351.834
FDX12,OUT017,4219.992
FDF17,OUT013,3017.6182
FDS11,OUT045,3861.9895
FDR51,OUT035,2680.2278
FDT49,OUT010,324.4934
FDC56,OUT013,1991.9819
FDR13,OUT027,3077.937
FDQ60,OUT035,1963.1061
FDN38,OUT049,3820.5994
NCL29,OUT013,2597.154
FDO13,OUT027,3903.183
FDE26,OUT018,2243.6042
FDA31,OUT010,579.8155
FDX14,OUT035,1219.6398
FDA34,OUT045,2818.5764
FDF26,OUT013,2347.3572
FDE38,OUT045,2469.802
DRI11,OUT046,2003.1012
FDQ60,OUT027,2739.9473
FDL21,OUT027,925.7432
DRC12,OUT027,5437.4565
FDC47,OUT046,2980.8716
FDE57,OUT045,2012.9675
FDT14,OUT045,1950.8119
NCZ53,OUT046,3132.4956
FDE28,OUT018,3949.7874
FDR19,OUT035,2279.1162
NCF54,OUT019,677.3775
FDZ08,OUT046,1443.0968
NCJ05,OUT018,2262.3347
FDF59,OUT046,1996.335
NCO05,OUT035,1766.4152
FDW24,OUT018,730.85876
NCX42,OUT018,2599.5825
NCA53,OUT035,804.44836
FDI45,OUT019,605.73016
FDG46,OUT046,2074.2317
FDM20,OUT010,867.4794
FDW11,OUT010,264.468
FDX08,OUT035,3151.8386
NCK17,OUT035,682.17773
FDK32,OUT018,2199.713
NCA42,OUT035,2816.1355
DRI01,OUT035,3049.1438
NCL55,OUT049,4220.6914
DRE25,OUT018,1277.8632
FDD14,OUT017,3020.724
FDB10,OUT046,3949.7385
DRN11,OUT035,2468.9055
FDP38,OUT018,655.3406
NCA30,OUT017,3235.6165
FDT15,OUT017,3176.945
NCP55,OUT018,746.8662
FDF12,OUT035,2482.299
FDM21,OUT018,3645.2031
FDX56,OUT035,3529.1367
FDF10,OUT017,2661.7017
FDT32,OUT045,3028.9614
FDM51,OUT018,1320.243
NCR50,OUT018,2314.832
FDI19,OUT049,3810.953
FDX21,OUT017,1641.0555
FDR31,OUT035,2574.752
FDY02,OUT013,3625.316
NCA29,OUT045,3456.432
NCX17,OUT046,2926.0063
FDM12,OUT045,2956.7693
FDI53,OUT027,3228.4153
NCU30,OUT049,2629.7705
FDC56,OUT027,2903.9734
